Goalie,Team,Season,GP,xGA,GA,GSAx,WAR,SA,xSV%,SV%,dSV%,TOI,FA,xFSV%,FSV%,dFSV%,GAR
Magnus Hellberg,DET,22-23,17,43.54,48,-4.46,-0.08,416,89.53,88.46,-1.07,873.35,603,92.78,92.04,-0.74,-0.41
Magnus Hellberg,OTT,22-23,1,3.38,2,1.38,0.32,31,89.11,93.55,4.44,56.72,39,91.34,94.87,3.53,1.69
Daniil Tarasov,CBJ,22-23,17,49.91,57,-7.09,-0.46,528,90.55,89.2,-1.34,870.83,741,93.26,92.31,-0.96,-2.44
Michael Hutchinson,CBJ,22-23,16,48.97,54,-5.03,-0.09,433,88.69,87.53,-1.16,754.07,627,92.19,91.39,-0.8,-0.48
Pavel Francouz,COL,22-23,16,44.79,42,2.79,1.32,492,90.9,91.46,0.57,959.77,666,93.27,93.69,0.42,6.96
Arvid Soderblom,CHI,22-23,15,43.22,48,-4.78,-0.14,453,90.46,89.4,-1.05,830.4,624,93.07,92.31,-0.77,-0.75
Alex Lyon,FLA,22-23,15,55.55,43,12.55,3.35,488,88.62,91.19,2.57,887.9,681,91.84,93.69,1.84,17.72
Alex Nedeljkovic,DET,22-23,15,42.02,48,-5.98,-0.39,464,90.94,89.66,-1.29,828.62,646,93.5,92.57,-0.93,-2.07
Samuel Ersson,PHI,22-23,12,33.7,30,3.7,1.29,312,89.2,90.38,1.19,613.68,458,92.64,93.45,0.81,6.84
Laurent Brossoit,VGK,22-23,11,31.24,23,8.24,2.11,317,90.14,92.74,2.6,628.48,469,93.34,95.1,1.76,11.15
Cal Petersen,L.A,22-23,10,24.83,34,-9.17,-1.3,257,90.34,86.77,-3.57,533.43,359,93.08,90.53,-2.55,-6.86
Erik Kallgren,TOR,22-23,10,25.23,25,0.23,0.49,246,89.75,89.84,0.09,555.87,364,93.07,93.13,0.06,2.57
Ivan Prosvetov,ARI,22-23,7,27.03,28,-0.97,0.29,234,88.45,88.03,-0.41,413.0,330,91.81,91.52,-0.29,1.54
Devon Levi,BUF,22-23,7,24.22,21,3.22,1.03,222,89.09,90.54,1.45,425.53,312,92.24,93.27,1.03,5.47
Joseph Woll,TOR,22-23,7,21.94,15,6.94,1.7,219,89.98,93.15,3.17,406.97,300,92.69,95.0,2.31,8.99
Jaxson Stauber,CHI,22-23,6,18.42,17,1.42,0.59,191,90.36,91.1,0.74,353.77,272,93.23,93.75,0.52,3.13
Joel Hofer,STL,22-23,6,15.86,17,-1.14,0.06,179,91.14,90.5,-0.64,310.65,236,93.28,92.8,-0.48,0.34
Arturs Silovs,VAN,22-23,5,14.17,14,0.17,0.28,152,90.68,90.79,0.11,303.63,202,92.98,93.07,0.08,1.49
Joey Daccord,SEA,22-23,5,12.68,13,-0.32,0.16,130,90.25,90.0,-0.25,243.77,181,92.99,92.82,-0.18,0.86
Aaron Dell,S.J,22-23,4,12.25,9,3.25,0.83,103,88.11,91.26,3.15,197.13,131,90.65,93.13,2.48,4.38
Dustin Tokarski,PIT,22-23,4,12.72,12,0.72,0.36,117,89.13,89.74,0.61,207.12,159,92.0,92.45,0.45,1.9
Jon Gillies,CBJ,22-23,3,7.51,9,-1.49,-0.15,66,88.63,86.36,-2.26,118.15,99,92.42,90.91,-1.51,-0.79
Jonas Johansson,COL,22-23,3,8.33,5,3.33,0.78,73,88.59,93.15,4.56,141.68,98,91.5,94.9,3.4,4.1
Cayden Primeau,MTL,22-23,3,7.38,8,-0.62,0.01,54,86.34,85.19,-1.15,138.32,79,90.66,89.87,-0.79,0.06
Kevin Mandolese,OTT,22-23,3,13.1,10,3.1,0.82,119,88.99,91.6,2.6,181.85,172,92.39,94.19,1.8,4.32
Eetu Makiniemi,S.J,22-23,2,2.99,3,-0.01,0.05,32,90.64,90.62,-0.02,82.35,46,93.49,93.48,-0.01,0.27
Leevi Merilainen,OTT,22-23,2,5.04,6,-0.96,-0.09,49,89.72,87.76,-1.97,85.08,70,92.81,91.43,-1.38,-0.5
Dylan Ferguson,OTT,22-23,2,8.69,5,3.69,0.85,83,89.52,93.98,4.45,117.15,113,92.31,95.58,3.27,4.5
Justus Annunen,COL,22-23,2,4.5,7,-2.5,-0.39,48,90.62,85.42,-5.2,116.9,68,93.38,89.71,-3.67,-2.08
Jiri Patera,VGK,22-23,2,7.92,5,2.92,0.69,70,88.68,92.86,4.18,118.45,90,91.2,94.44,3.25,3.66
Yaroslav Askarov,NSH,22-23,1,3.92,4,-0.08,0.05,35,88.8,88.57,-0.23,57.78,51,92.31,92.16,-0.16,0.28
Dustin Wolf,CGY,22-23,1,2.24,1,1.24,0.27,24,90.67,95.83,5.16,58.33,36,93.78,97.22,3.44,1.45
Olle Eriksson Ek,ANA,22-23,1,3.22,5,-1.78,-0.28,39,91.75,87.18,-4.57,63.15,52,93.82,90.38,-3.43,-1.48
Dylan Wells,CHI,22-23,1,1.87,1,0.87,0.2,13,85.64,92.31,6.66,19.9,21,91.11,95.24,4.12,1.04
Keith Kinkaid,COL,22-23,1,1.03,1,0.03,0.02,9,88.61,88.89,0.28,27.88,16,93.59,93.75,0.16,0.12
Keith Kinkaid,BOS,22-23,1,3.15,1,2.15,0.46,31,89.84,96.77,6.93,59.9,43,92.68,97.67,5.0,2.44
Anton Khudobin,CHI,22-23,1,3.47,6,-2.53,-0.42,28,87.61,78.57,-9.04,59.88,42,91.74,85.71,-6.03,-2.21
Jet Greaves,CBJ,22-23,1,6.36,3,3.36,0.75,49,87.01,93.88,6.87,58.95,68,90.64,95.59,4.95,3.96
Juuse Saros,NSH,23-24,64,172.27,170,2.27,3.46,1840,90.64,90.76,0.12,3579.53,2555,93.26,93.35,0.09,18.3
Alexandar Georgiev,COL,23-24,63,172.28,182,-9.72,1.19,1772,90.28,89.73,-0.55,3607.5,2527,93.18,92.8,-0.38,6.31
Connor Hellebuyck,WPG,23-24,60,164.32,142,22.32,7.11,1798,90.86,92.1,1.24,3519.48,2569,93.6,94.47,0.87,37.6
Stuart Skinner,EDM,23-24,59,150.4,147,3.4,3.29,1555,90.33,90.55,0.22,3324.53,2215,93.21,93.36,0.15,17.39
Sergei Bobrovsky,FLA,23-24,58,142.21,134,8.21,4.06,1581,91.01,91.52,0.52,3379.58,2233,93.63,94.0,0.37,21.44
Jordan Binnington,STL,23-24,57,171.11,156,15.11,5.87,1783,90.4,91.25,0.85,3261.2,2570,93.34,93.93,0.59,31.03
Ilya Sorokin,NYI,23-24,56,154.88,167,-12.12,0.43,1820,91.49,90.82,-0.67,3291.32,2578,93.99,93.52,-0.47,2.28
Petr Mrazek,CHI,23-24,56,156.85,160,-3.15,2.16,1723,90.9,90.71,-0.18,3113.2,2437,93.56,93.43,-0.13,11.44
Igor Shesterkin,NYR,23-24,55,145.45,141,4.45,3.4,1605,90.94,91.21,0.28,3240.07,2306,93.69,93.89,0.19,17.98
Joonas Korpisalo,OTT,23-24,55,146.29,168,-21.71,-1.53,1523,90.39,88.97,-1.43,3052.37,2171,93.26,92.26,-1.0,-8.11
Cam Talbot,L.A,23-24,54,130.69,130,0.69,2.43,1490,91.23,91.28,0.05,3092.33,2138,93.89,93.92,0.03,12.84
Ukko-Pekka Luukkonen,BUF,23-24,54,149.7,132,17.7,5.98,1471,89.82,91.03,1.2,3046.25,2175,93.12,93.93,0.81,31.62
Jake Oettinger,DAL,23-24,54,142.02,139,3.02,3.07,1475,90.37,90.58,0.2,3042.58,2147,93.39,93.53,0.14,16.23
Andrei Vasilevskiy,T.B,23-24,52,135.17,148,-12.83,-0.05,1478,90.85,89.99,-0.87,3027.2,2080,93.5,92.88,-0.62,-0.25
Samuel Ersson,PHI,23-24,51,129.18,127,2.18,2.69,1186,89.11,89.29,0.18,2753.78,1781,92.75,92.87,0.12,14.2
Thatcher Demko,VAN,23-24,51,138.02,122,16.02,5.46,1485,90.71,91.78,1.08,2972.72,2089,93.39,94.16,0.77,28.86
Tristan Jarry,PIT,23-24,51,138.02,133,5.02,3.38,1370,89.93,90.29,0.37,2713.2,2055,93.28,93.53,0.24,17.86
Joey Daccord,SEA,23-24,50,127.13,116,11.13,4.34,1373,90.74,91.55,0.81,2790.33,2060,93.83,94.37,0.54,22.96
Connor Ingram,ARI,23-24,50,146.2,136,10.2,4.5,1460,89.99,90.68,0.7,2770.62,2148,93.19,93.67,0.47,23.8
Charlie Lindgren,WSH,23-24,50,138.75,127,11.75,4.67,1431,90.3,91.13,0.82,2813.52,2109,93.42,93.98,0.56,24.66
Jacob Markstrom,CGY,23-24,48,144.05,130,14.05,5.19,1377,89.54,90.56,1.02,2798.68,2006,92.82,93.52,0.7,27.45
John Gibson,ANA,23-24,46,137.04,151,-13.96,-0.23,1342,89.79,88.75,-1.04,2532.65,1967,93.03,92.32,-0.71,-1.21
Logan Thompson,VGK,23-24,46,118.04,119,-0.96,1.9,1297,90.9,90.82,-0.07,2623.57,1865,93.67,93.62,-0.05,10.02
Filip Gustavsson,MIN,23-24,45,123.0,129,-6.0,1.03,1282,90.41,89.94,-0.47,2483.62,1836,93.3,92.97,-0.33,5.44
Lukas Dostal,ANA,23-24,44,122.64,129,-6.36,0.96,1310,90.64,90.15,-0.49,2296.37,1862,93.41,93.07,-0.34,5.05
Mackenzie Blackwood,S.J,23-24,44,142.95,140,2.95,3.07,1383,89.66,89.88,0.21,2418.75,1989,92.81,92.96,0.15,16.25
Jeremy Swayman,BOS,23-24,44,125.79,108,17.79,5.58,1285,90.21,91.6,1.38,2529.93,1895,93.36,94.3,0.94,29.49
Alex Lyon,DET,23-24,44,119.11,127,-7.89,0.6,1324,91.0,90.41,-0.6,2473.9,1908,93.76,93.34,-0.41,3.19
Pyotr Kochetkov,CAR,23-24,42,90.32,86,4.32,2.41,1005,91.01,91.44,0.43,2303.67,1392,93.51,93.82,0.31,12.72
Elvis Merzlikins,CBJ,23-24,41,127.69,130,-2.31,1.81,1266,89.91,89.73,-0.18,2240.13,1794,92.88,92.75,-0.13,9.57
Linus Ullmark,BOS,23-24,41,122.04,103,19.04,5.75,1210,89.91,91.49,1.57,2360.52,1768,93.1,94.17,1.08,30.39
Sam Montembeault,MTL,23-24,41,141.48,127,14.48,5.23,1304,89.15,90.26,1.11,2406.17,1893,92.53,93.29,0.76,27.64
Ilya Samsonov,TOR,23-24,40,108.81,118,-9.19,0.18,1084,89.96,89.11,-0.85,2270.98,1657,93.43,92.88,-0.55,0.93
Marc-Andre Fleury,MIN,23-24,40,104.15,111,-6.85,0.54,1054,90.12,89.47,-0.65,2210.67,1540,93.24,92.79,-0.44,2.84
Alex Nedeljkovic,PIT,23-24,38,99.73,102,-2.27,1.33,1040,90.41,90.19,-0.22,2032.63,1538,93.52,93.37,-0.15,7.0
Karel Vejmelka,ARI,23-24,38,105.86,113,-7.14,0.51,1090,90.29,89.63,-0.66,2027.47,1556,93.2,92.74,-0.46,2.7
Philipp Grubauer,SEA,23-24,36,89.39,95,-5.61,0.51,940,90.49,89.89,-0.6,1978.38,1367,93.46,93.05,-0.41,2.7
Adin Hill,VGK,23-24,35,92.47,89,3.47,2.28,980,90.56,90.92,0.35,1953.2,1463,93.68,93.92,0.24,12.07
Darcy Kuemper,WSH,23-24,33,92.59,103,-10.41,-0.34,939,90.14,89.03,-1.11,1851.18,1385,93.31,92.56,-0.75,-1.8
Scott Wedgewood,DAL,23-24,32,73.25,85,-11.75,-0.93,844,91.32,89.93,-1.39,1778.23,1217,93.98,93.02,-0.97,-4.93
Arvid Soderblom,CHI,23-24,32,92.4,114,-21.6,-2.46,945,90.22,87.94,-2.29,1734.05,1346,93.14,91.53,-1.6,-13.0
Vitek Vanecek,N.J,23-24,32,80.4,95,-14.6,-1.35,862,90.67,88.98,-1.69,1768.83,1211,93.36,92.16,-1.21,-7.13
Kaapo Kahkonen,S.J,23-24,31,101.93,105,-3.07,1.21,996,89.77,89.46,-0.31,1640.57,1466,93.05,92.84,-0.21,6.41
Kaapo Kahkonen,N.J,23-24,6,14.38,11,3.38,0.89,143,89.94,92.31,2.37,258.97,209,93.12,94.74,1.62,4.72
Joel Hofer,STL,23-24,30,79.66,72,7.66,2.85,830,90.4,91.33,0.92,1608.83,1200,93.36,94.0,0.64,15.07
Anton Forsberg,OTT,23-24,30,77.76,84,-6.24,0.19,763,89.81,88.99,-0.82,1549.1,1066,92.71,92.12,-0.59,1.0
Casey Desmith,VAN,23-24,29,73.6,79,-5.4,0.27,760,90.32,89.61,-0.71,1642.35,1111,93.38,92.89,-0.49,1.44
Semyon Varlamov,NYI,23-24,28,75.29,69,6.29,2.51,836,90.99,91.75,0.75,1573.0,1222,93.84,94.35,0.51,13.29
Anthony Stolarz,FLA,23-24,27,69.04,51,18.04,4.63,684,89.91,92.54,2.64,1482.08,1022,93.24,95.01,1.77,24.47
Jonathan Quick,NYR,23-24,27,75.32,69,6.32,2.52,772,90.24,91.06,0.82,1562.57,1148,93.44,93.99,0.55,13.32
Jonas Johansson,T.B,23-24,26,69.46,83,-13.54,-1.34,754,90.79,88.99,-1.8,1462.37,1021,93.2,91.87,-1.33,-7.08
Carter Hart,PHI,23-24,26,67.71,68,-0.29,1.14,727,90.69,90.65,-0.04,1442.97,1029,93.42,93.39,-0.03,6.01
James Reimer,DET,23-24,25,68.82,70,-1.18,0.99,725,90.51,90.34,-0.16,1345.08,1042,93.4,93.28,-0.11,5.22
Joseph Woll,TOR,23-24,25,75.24,72,3.24,1.94,771,90.24,90.66,0.42,1461.7,1094,93.12,93.42,0.3,10.24
Daniil Tarasov,CBJ,23-24,24,73.64,73,0.64,1.42,798,90.77,90.85,0.08,1356.63,1098,93.29,93.35,0.06,7.49
Antti Raanta,CAR,23-24,24,51.68,64,-12.32,-1.42,494,89.54,87.04,-2.49,1263.1,709,92.71,90.97,-1.74,-7.52
David Rittich,L.A,23-24,24,60.88,49,11.88,3.32,620,90.18,92.1,1.92,1333.2,911,93.32,94.62,1.3,17.55
Kevin Lankinen,NSH,23-24,24,58.29,56,2.29,1.46,610,90.44,90.82,0.38,1179.02,831,92.99,93.26,0.28,7.71
Calvin Pickard,EDM,23-24,23,53.49,53,0.49,1.03,579,90.76,90.85,0.08,1290.47,828,93.54,93.6,0.06,5.47
Devon Levi,BUF,23-24,23,69.66,65,4.66,2.11,649,89.27,89.98,0.72,1250.57,943,92.61,93.11,0.49,11.14
Cayden Primeau,MTL,23-24,23,71.85,66,5.85,2.37,732,90.19,90.98,0.8,1315.52,1053,93.18,93.73,0.56,12.53
Laurent Brossoit,WPG,23-24,23,59.16,45,14.16,3.72,620,90.46,92.74,2.28,1330.48,922,93.58,95.12,1.54,19.66
Martin Jones,TOR,23-24,22,57.78,56,1.78,1.35,574,89.93,90.24,0.31,1157.18,857,93.26,93.47,0.21,7.16
Nico Daws,N.J,23-24,21,56.66,60,-3.34,0.37,568,90.02,89.44,-0.59,1130.73,836,93.22,92.82,-0.4,1.94
Jake Allen,MTL,23-24,21,71.54,72,-0.46,1.17,684,89.54,89.47,-0.07,1206.65,962,92.56,92.52,-0.05,6.19
Jake Allen,N.J,23-24,13,40.24,40,0.24,0.75,399,89.92,89.97,0.06,761.77,582,93.09,93.13,0.04,3.98
Dan Vladar,CGY,23-24,20,55.54,69,-13.46,-1.57,579,90.41,88.08,-2.32,1123.93,847,93.44,91.85,-1.59,-8.29
Akira Schmid,N.J,23-24,19,45.16,48,-2.84,0.26,457,90.12,89.5,-0.62,905.57,635,92.89,92.44,-0.45,1.36
Ville Husso,DET,23-24,19,57.09,59,-1.91,0.64,555,89.71,89.37,-0.34,1002.25,832,93.14,92.91,-0.23,3.41
Dustin Wolf,CGY,23-24,17,36.62,49,-12.38,-1.7,458,92.0,89.3,-2.7,929.93,640,94.28,92.34,-1.93,-8.97
Frederik Andersen,CAR,23-24,16,39.81,28,11.81,2.94,410,90.29,93.17,2.88,906.43,594,93.3,95.29,1.99,15.52
Justus Annunen,COL,23-24,14,40.19,30,10.19,2.64,414,90.29,92.75,2.46,795.83,591,93.2,94.92,1.72,13.93
Spencer Martin,CBJ,23-24,13,38.57,43,-4.43,-0.16,377,89.77,88.59,-1.17,697.37,551,93.0,92.2,-0.8,-0.84
Spencer Martin,CAR,23-24,6,16.06,16,0.06,0.29,154,89.57,89.61,0.04,356.72,225,92.86,92.89,0.03,1.55
Ivan Prosvetov,COL,23-24,11,26.18,25,1.18,0.68,247,89.4,89.88,0.48,489.73,359,92.71,93.04,0.33,3.62
Eric Comrie,BUF,23-24,10,28.56,32,-3.44,-0.15,254,88.76,87.4,-1.35,516.33,379,92.46,91.56,-0.91,-0.79
Magnus Chrona,S.J,23-24,9,27.24,36,-8.76,-1.18,254,89.28,85.83,-3.45,458.02,371,92.66,90.3,-2.36,-6.23
Jet Greaves,CBJ,23-24,9,32.69,30,2.69,1.08,325,89.94,90.77,0.83,507.2,458,92.86,93.45,0.59,5.73
Pheonix Copley,L.A,23-24,8,19.02,23,-3.98,-0.42,177,89.26,87.01,-2.25,433.8,266,92.85,91.35,-1.5,-2.22
Jiri Patera,VGK,23-24,6,15.36,21,-5.64,-0.8,187,91.79,88.77,-3.02,300.02,252,93.91,91.67,-2.24,-4.21
Mads Sogaard,OTT,23-24,6,11.09,18,-6.91,-1.11,134,91.73,86.57,-5.16,279.67,173,93.59,89.6,-4.0,-5.88
Devin Cooley,S.J,23-24,6,19.36,25,-5.64,-0.73,192,89.92,86.98,-2.94,296.63,276,92.99,90.94,-2.05,-3.84
Matt Tomkins,T.B,23-24,6,18.08,20,-1.92,-0.05,185,90.23,89.19,-1.04,354.28,265,93.18,92.45,-0.73,-0.24
Cal Petersen,PHI,23-24,5,12.35,18,-5.65,-0.85,132,90.64,86.36,-4.28,274.98,193,93.6,90.67,-2.93,-4.5
Jack Campbell,EDM,23-24,5,15.76,20,-4.24,-0.53,157,89.96,87.26,-2.7,265.18,203,92.24,90.15,-2.09,-2.78
Felix Sandstrom,PHI,23-24,5,13.05,19,-5.95,-0.9,105,87.57,81.9,-5.67,263.97,160,91.85,88.12,-3.72,-4.74
Hunter Shepard,WSH,23-24,4,11.98,13,-1.02,0.02,123,90.26,89.43,-0.83,238.1,197,93.92,93.4,-0.52,0.1
Arturs Silovs,VAN,23-24,4,9.51,10,-0.49,0.07,84,88.68,88.1,-0.59,236.45,140,93.21,92.86,-0.35,0.39
Jesper Wallstedt,MIN,23-24,3,6.22,9,-2.78,-0.42,87,92.85,89.66,-3.19,177.83,119,94.77,92.44,-2.33,-2.2
Magnus Hellberg,PIT,23-24,3,5.78,5,0.78,0.25,64,90.97,92.19,1.22,118.7,85,93.2,94.12,0.92,1.32
Ivan Fedotov,PHI,23-24,3,5.07,10,-4.93,-0.84,53,90.43,81.13,-9.3,120.68,79,93.58,87.34,-6.24,-4.46
Chris Driedger,SEA,23-24,2,5.67,5,0.67,0.23,60,90.55,91.67,1.11,117.48,92,93.84,94.57,0.73,1.2
Yaroslav Askarov,NSH,23-24,2,3.68,2,1.68,0.38,35,89.48,94.29,4.81,81.57,55,93.31,96.36,3.06,2.02
Matt Villalta,ARI,23-24,2,3.11,5,-1.89,-0.3,29,89.28,82.76,-6.52,71.8,48,93.52,89.58,-3.94,-1.6
Georgi Romanov,S.J,23-24,2,3.31,1,2.31,0.5,31,89.31,96.77,7.47,59.25,52,93.63,98.08,4.45,2.62
Malcolm Subban,CBJ,23-24,1,4.32,3,1.32,0.33,35,87.66,91.43,3.77,60.0,53,91.85,94.34,2.49,1.72
Michael Hutchinson,DET,23-24,1,3.31,3,0.31,0.12,36,90.8,91.67,0.87,57.8,52,93.63,94.23,0.6,0.62
Matt Murray,DAL,23-24,1,2.15,0,2.15,0.44,23,90.67,100.0,9.33,59.97,35,93.87,100.0,6.13,2.35
Louis Domingue,NYR,23-24,1,3.11,1,2.11,0.45,26,88.05,96.15,8.1,57.73,48,93.53,97.92,4.39,2.4
Kenneth Appleby,NYI,23-24,1,1.11,2,-0.89,-0.15,8,86.07,75.0,-11.07,20.0,12,90.71,83.33,-7.38,-0.78
Andrei Vasilevskiy,T.B,24-25,63,154.07,136,18.07,6.13,1717,91.03,92.08,1.05,3702.85,2496,93.83,94.55,0.72,32.4
Connor Hellebuyck,WPG,24-25,62,159.09,124,35.09,9.44,1631,90.25,92.4,2.15,3636.42,2550,93.76,95.14,1.38,49.89
Ilya Sorokin,NYI,24-25,61,168.4,158,10.4,4.93,1694,90.06,90.67,0.61,3446.77,2582,93.48,93.88,0.4,26.07
Sam Montembeault,MTL,24-25,61,195.14,164,31.14,9.33,1647,88.15,90.04,1.89,3432.38,2538,92.31,93.54,1.23,49.29
Igor Shesterkin,NYR,24-25,60,184.78,167,17.78,6.62,1722,89.27,90.3,1.03,3411.73,2572,92.82,93.51,0.69,34.97
Karel Vejmelka,UTA,24-25,58,160.05,144,16.05,5.85,1506,89.37,90.44,1.07,3337.2,2227,92.81,93.53,0.72,30.93
Jeremy Swayman,BOS,24-25,58,174.21,175,-0.79,2.92,1628,89.3,89.25,-0.05,3361.95,2444,92.87,92.84,-0.03,15.41
Filip Gustavsson,MIN,24-25,58,167.73,146,21.73,7.06,1690,90.08,91.36,1.29,3381.4,2577,93.49,94.33,0.84,37.33
Joey Daccord,SEA,24-25,57,168.13,151,17.13,6.2,1600,89.49,90.56,1.07,3255.33,2513,93.31,93.99,0.68,32.77
Jake Oettinger,DAL,24-25,57,162.16,141,21.16,6.86,1588,89.79,91.12,1.33,3325.43,2399,93.24,94.12,0.88,36.24
Juuse Saros,NSH,24-25,57,154.51,166,-11.49,0.54,1563,90.11,89.38,-0.74,3263.88,2277,93.21,92.71,-0.5,2.88
Jordan Binnington,STL,24-25,56,141.29,145,-3.71,1.79,1455,90.29,90.03,-0.25,3195.25,2187,93.54,93.37,-0.17,9.44
Ukko-Pekka Luukkonen,BUF,24-25,55,161.47,169,-7.53,1.42,1490,89.16,88.66,-0.51,3132.72,2272,92.89,92.56,-0.33,7.49
Sergei Bobrovsky,FLA,24-25,54,129.43,130,-0.57,2.17,1375,90.59,90.55,-0.04,3169.72,2059,93.71,93.69,-0.03,11.47
Lukas Dostal,ANA,24-25,54,167.76,158,9.76,4.8,1624,89.67,90.27,0.6,3019.73,2498,93.28,93.67,0.39,25.37
Dustin Wolf,CGY,24-25,53,150.71,140,10.71,4.68,1549,90.27,90.96,0.69,3143.93,2261,93.33,93.81,0.47,24.73
Elvis Merzlikins,CBJ,24-25,53,161.71,168,-6.29,1.66,1557,89.61,89.21,-0.4,3138.22,2331,93.06,92.79,-0.27,8.75
Darcy Kuemper,L.A,24-25,50,119.38,100,19.38,5.77,1266,90.57,92.1,1.53,2934.9,1951,93.88,94.87,0.99,30.48
Kevin Lankinen,VAN,24-25,50,127.65,131,-3.35,1.61,1325,90.37,90.11,-0.25,2949.23,2058,93.8,93.63,-0.16,8.52
Stuart Skinner,EDM,24-25,50,136.78,138,-1.22,2.18,1307,89.53,89.44,-0.09,2847.25,1921,92.88,92.82,-0.06,11.51
Adin Hill,VGK,24-25,50,134.3,121,13.3,4.88,1293,89.61,90.64,1.03,2894.57,2030,93.38,94.04,0.65,25.79
Jacob Markstrom,N.J,24-25,49,122.82,121,1.82,2.51,1212,89.87,90.02,0.15,2864.5,1932,93.64,93.74,0.09,13.24
Samuel Ersson,PHI,24-25,47,124.68,136,-11.32,0.05,1162,89.27,88.3,-0.97,2572.85,1759,92.91,92.27,-0.64,0.28
Pyotr Kochetkov,CAR,24-25,46,116.84,118,-1.16,1.84,1151,89.85,89.75,-0.1,2703.82,1686,93.07,93.0,-0.07,9.71
Cam Talbot,DET,24-25,46,126.84,125,1.84,2.58,1276,90.06,90.2,0.14,2545.98,1915,93.38,93.47,0.1,13.64
Linus Ullmark,OTT,24-25,43,120.64,107,13.64,4.71,1197,89.92,91.06,1.14,2363.53,1725,93.01,93.8,0.79,24.87
Logan Thompson,WSH,24-25,43,125.18,105,20.18,6.02,1171,89.31,91.03,1.72,2496.72,1813,93.1,94.21,1.11,31.82
Joseph Woll,TOR,24-25,41,121.08,108,13.08,4.61,1182,89.76,90.86,1.11,2343.65,1791,93.24,93.97,0.73,24.34
Charlie Lindgren,WSH,24-25,39,104.65,103,1.65,2.15,985,89.38,89.54,0.17,2259.28,1531,93.16,93.27,0.11,11.38
Mackenzie Blackwood,COL,24-25,37,100.75,84,16.75,4.94,965,89.56,91.3,1.74,2144.02,1439,93.0,94.16,1.16,26.12
Mackenzie Blackwood,S.J,24-25,19,54.19,50,4.19,1.75,554,90.22,90.97,0.76,1047.17,826,93.44,93.95,0.51,9.23
Alex Nedeljkovic,PIT,24-25,37,100.74,110,-9.26,0.02,1033,90.25,89.35,-0.9,2072.0,1532,93.42,92.82,-0.6,0.11
Arvid Soderblom,CHI,24-25,36,109.18,111,-1.82,1.58,1087,89.96,89.79,-0.17,2074.57,1636,93.33,93.22,-0.11,8.34
Tristan Jarry,PIT,24-25,36,99.4,105,-5.6,0.69,972,89.77,89.2,-0.58,1998.48,1468,93.23,92.85,-0.38,3.64
Calvin Pickard,EDM,24-25,36,76.86,85,-8.14,-0.19,849,90.95,89.99,-0.96,1861.25,1201,93.6,92.92,-0.68,-0.99
Anthony Stolarz,TOR,24-25,34,101.55,71,30.55,7.57,955,89.37,92.57,3.2,1961.22,1501,93.23,95.27,2.04,39.99
David Rittich,L.A,24-25,33,65.62,81,-15.38,-1.76,715,90.82,88.67,-2.15,1776.53,1089,93.97,92.56,-1.41,-9.28
Petr Mrazek,CHI,24-25,33,89.02,106,-16.98,-1.65,963,90.76,88.99,-1.76,1820.52,1383,93.56,92.34,-1.23,-8.7
Petr Mrazek,DET,24-25,5,9.84,10,-0.16,0.14,102,90.36,90.2,-0.16,240.58,167,94.11,94.01,-0.1,0.75
Joel Hofer,STL,24-25,31,67.87,74,-6.13,0.03,767,91.15,90.35,-0.8,1660.97,1140,94.05,93.51,-0.54,0.18
Jake Allen,N.J,24-25,31,89.05,77,12.05,3.85,819,89.13,90.6,1.47,1721.53,1245,92.85,93.82,0.97,20.33
Anton Forsberg,OTT,24-25,30,77.47,76,1.47,1.64,769,89.93,90.12,0.19,1658.32,1144,93.23,93.36,0.13,8.68
Alexandar Georgiev,S.J,24-25,30,97.3,110,-12.7,-0.69,869,88.8,87.34,-1.46,1659.3,1298,92.5,91.53,-0.98,-3.65
Alexandar Georgiev,COL,24-25,18,48.57,53,-4.43,0.02,421,88.46,87.41,-1.05,928.65,599,91.89,91.15,-0.74,0.09
Alex Lyon,DET,24-25,29,71.93,71,0.93,1.44,674,89.33,89.47,0.14,1480.03,1045,93.12,93.21,0.09,7.62
John Gibson,ANA,24-25,29,78.92,72,6.92,2.7,811,90.27,91.12,0.85,1541.63,1209,93.47,94.04,0.57,14.26
Dan Vladar,CGY,24-25,29,74.94,82,-7.06,-0.02,779,90.38,89.47,-0.91,1701.08,1174,93.62,93.02,-0.6,-0.09
Ilya Samsonov,VGK,24-25,29,78.93,82,-3.07,0.81,752,89.5,89.1,-0.41,1722.15,1197,93.41,93.15,-0.26,4.27
Joonas Korpisalo,BOS,24-25,27,73.84,74,-0.16,1.27,693,89.34,89.32,-0.02,1515.18,1076,93.14,93.12,-0.01,6.71
Ivan Fedotov,PHI,24-25,26,61.3,75,-13.7,-1.51,624,90.18,87.98,-2.2,1418.57,937,93.46,92.0,-1.46,-8.0
Casey Desmith,DAL,24-25,26,79.07,65,14.07,4.05,749,89.44,91.32,1.88,1456.65,1117,92.92,94.18,1.26,21.43
Philipp Grubauer,SEA,24-25,26,72.55,84,-11.45,-0.89,680,89.33,87.65,-1.68,1446.85,1079,93.28,92.22,-1.06,-4.7
Marc-Andre Fleury,MIN,24-25,26,61.65,68,-6.35,-0.12,669,90.79,89.84,-0.95,1367.7,964,93.61,92.95,-0.66,-0.62
